id,source,source_type,language,title,text,gold_label,original_label,notes
56,fake-real-arabic-news,real,ar,,حركات جهادية تستنكر اضطهاد المجتمع الدولي وتطالب بإنشاء وطن قومي لمسلمين عقدت المنظمة العالمية لسن ة مؤتمرا  لمئتين من كبار أعضائه  بمشاركة قيادات كبرى من داعش والقاعدة والنصرة وبوكو حرام  لمناقشة أسباب الإسلاموفوبيا وكيفية التخلص منها  مطالبين المجتمع الدولي بوقف الاضطهادات المنهجة ضدهم وإنشاء وطن قومي لمسلمين وتمك  ن المجتمعون من صياغة البرنامج السياسي لمؤتمر  حيث تلخصت أهدافه بإقامة وطن قومي لمسلمين ينضوي تحت القانون العام  عن طريق استقطاب الكفاءات الإسلامية من مجاهدين وانتحارين ومقاتلين وخياطي أحزمة ناسفة وميكانيكي سيارات م فخ خة وقصابي رؤوس ومزارعي ألغام إلى هذه الدولة  وتعزيز المشاعر القومية الإسلامية  والمبادرة بتحفيز حكومات العالم على الاعتراف بوجودها واستصدار وعد منها بإنشاء وطن  قومي يلم شتاتهم  والموافقة على قانون دولي يمنع معاداة العرق الإسلامي السلفي التطرفي الجهادي  كما أ علن في المؤتمر إنشاء الوكالة الإسلامية  وتفويضها بإنشاء فروع لها حول العالم لتمثيلهم أمام الحكومات وشراء الأراضي بمساعدة الصندوق النقدي الإسلامي وتسهيل هجرة شعب اله المسلم والاستيطان وإنشاء دولتهم في كوكب الميعاد  فضلا  عن جمع الجزية  ونشر الثقافة الجهادية السمحة  وأك  د رئيس المؤتمر في كلمته أن   أم العالم تكالبت على الجهادين ونفذ  ت بسمعتهم أبشع المجازر على مرأى من المجتمع الدولي  ونحن هنا اليوم لنطالب شعوب العالم الحر ة بالوقوف معنا ونصرتنا فقد آن أوان دولتنا وسنتقبل فيها جميع أنواع الناس من عبيد وسبايا وجوار  وغلمان من شتى المنابت والأصول,,fake,
57,fake-real-arabic-news,real,ar,,باحث إسرائيلي يتمكن من تحديد  الزمان والمكان المناسبين  تمكن الباحث الإسرائيلي افير كوهن من تحديد الزمان والمكان المناسبين الذين لطالما ذكرتهما مختلف الأنظمة والأحزاب العربية منذ منتصف القرن الماضي وأكد الباحث أنه  وبعكس التوقعات الإسرائيلية  فإن تصريحات الأنظمة العربية  لم تكن منسقة  بحيث لم يتفقوا معا  على  مكان وزمان مناسبين  حقيقة  وأشار كوهن إلى أن الجيش الإسرائيلي ظل يتعامل مع الوقت والزمان المناسبين على أساس أنهما إشارة إلى ساعة الصفر  في حين كشفت الدراسة أنه لا يوجد ساعة صفر بل إنهناك نقصا  عاما  في توريد الساعات واستخدامها في المنطقة العربية إجمالا  وأشار كوهن إلى أن الزمان تم تحديده بدقة عالية باستخدام التحليل العميق لخطاب العربي الرسمي  وهو خمس دقائق وشكلت النتائج صدمة كبيرة في الأوساط الإسرائيلية  إذ أظهرت الدراسة أن الزمان المناسب  حتى عند أكثر المخطين العرب صلابة  ورجولة  لا يتعدى ال دقائق عادة  و هو ما لا يعتبر  مناسبا  من حيث الفحولة الازمة المتحدث باسم القوات العربية المشتركة التابعة لجامعة  الدول  العريبة قل من قيمة الاكتشاف وأكد أن عدم تنسيق الأنظمة العربية لمكان والزمان المناسبين هو  نقطة قوة  بحيث يبقى المكان والزمان المناسبان في طي الكتمان والسرية إذ من المعروف أن السر إذا خرج عن اثنين لم يعد سرا   وبالتالي ضمنت الأنظمة العربية الحفاظ على أسرارها العسكرية الحساسة,,fake,
58,fake-real-arabic-news,real,ar,,أب يكافئ ابنه ويستعمل الجزء غير المعدني من القشاط لضربه كونه لم يخطئ اليوم قد م السيد أبو سليم الز مط اليوم مكافأة لابنه سليم  تقدير ا لتحس ن الملحوظ الذي طرأ على سلوكه  بالاكتفاء بجلده عد ة جلدات  ت عد على أصابع اليدين العشرة  مستخدم ا الجزء الجلدي من الق شاط فقط  دون الجوء لطرف المعدني منه كما جرت العادة ويأتي ذلك بعد أن طب ق سليم جميع المحاذير التي ي نصح بها لتجن ب استفزاز الدبة البرية المتوح شة  فتظاهر بأنه جث ة هامدة أمام والده  وامتنع عن الحركة والتنف س دون أوامر مباشرة منه  الأمر الذي أقنع أباه أخيرا  أنه تمك ن من تحقيق حلمه بتحويل ابنه لكائن مهذ ب لا يثير المتاعب أو أي شيء آخر ويقول سليم إنه اتبع عدة خدع لإنجاح خطته  لم أدع أبي يناديني مرتين  كنت أقفز كالجني بمجرد أن يخرج حرف السين من فمه  كما أنه أرسلني إلى الدكان مرة وأبديت سعادة غامرة دون أن أمتعض  وخصت العطلة المدرسية لدراسة بعد الاستيقاظ باكرا  كالمعتاد  بالإضافة إلى وقوفي باب الحمام حاملا  البشكير حامل ا له البشكير  لينشف يديه التين ستكسران رأسي غد ا  أو بعد غد على أبعد تقدير  من جانبه  عب ر والد سليم عن سعادته الغامرة بالتغير الحاصل على ابنه  الحمدله  لقد نجحت أخيرا  بتربيته تربية صالحة  وأثبت أن أساليب التربية التراثية كالضرب بالحزام والعصى والمكنسة أفضل بملاين المر ات من أساليب منظمات حقوق الطفل وأم سليم التي كادت أن تفسد الولد بدلالها  وأضاف  إن هذا النوع من المكافآت يهيئ الطفل لمستقبل  أنا متأكد أن سليم سيستوعب عندما يكبر أهمية تكسير عظامه في بناء مستقبله  كما أن جميع محن حياته ستكون هينة بالنسبة له أمام محنة طفولته مع والده القاسي الحنون,,fake,
59,fake-real-arabic-news,real,ar,,نعتذر عن قساوة المشهد  وكالة أميال الاخبارية تحصل على فيديو يبين فيه تقطيع جثة الصحفي السعودي جمال خاشقجي في قنصلية بلاده في اسطنبول   وكالة اميال الإخبارية,,fake,
60,fake-real-arabic-news,real,ar,,محتال يتنفس الصعداء بعد أن قر الضحية أخذ حق ه عن طريق القضاء تنف س المحتال المحترف جميل الزو اغ الصعداء  بعد أن وصلت قضية نصبه واحتياله إلى المحكمة  وهو ما اعتبره ضمانه لعدم حصول أي توابع على ما فعله لبضعة عقود  وذلك ريثما يتمك ن القاضي من معرفة ماهية القضية ويعرف عن جميل اتقانه كاف ة أنواع النصب والاحتيال  كتقديم شيكات بدون رصيد وبيع العملة المزو رة وإجراء صفقات وهمية  حيث لجأ بعض ضحاياه إلى المحكمة  معتقدين أن بإمكانهم استرجاع حقوقهم وفق القانون والنظام ويقول جميل إنه كان يخشى محاسبته بأساليب غير قانونية  كالعنف والتهديد والشتائم والفضح بين الناس  لكن الأمور جرت على ما يرام  ويمكني الآن متابعة حياتي بطريقة تطابق تماما  مع ما كانت عليه قبل رفع القضية  ويضيف  من الآن فصاعدا  لن أحتال سوى على مواطنين شرفاء يلتزمون بحسن السلوك  ولا ينتزعون حقوقهم بأيديهم  ويثقون بالدولة وقضائها العادل والنزيه  كما ناشد جميل بقية من تعاملوا معه أن يسارعوا بتقديم المزيد من الشكاوى  فكلما ازدادت القضايا المرفوعة ضدي  زادت المد ة التي تحتاجها المحكمة لبت  في الحكم  وهو ما سيتيح لتجارتي أن تستمر وتزدهر وأجمع الكثير من المال وأتقاعد في سن مبك رة  يذكر أن خبراء حقوقيون حذروا في وقت سابق من الجوء لنظام القضائي  ليس بسب مستوى كفاءته ونزاهته فحسب  بل لمحاذير صحية تعل ق باحتمالية إصابة المشتكي بانهيار عصبي أو جلطة قبل أن يأخذ القانون مجراه,,fake,
61,French_COVID_News,real,fr,Présidentielle américaine : l'élection peut-elle vraiment virer à la pagaille ?,"Entre crise du Covid-19, accusations de fraude et menaces de recours en justice pour contester les résultats, le scrutin du 3 novembre pourrait être un des plus incertains de l'histoire des Etats-Unis. Franceinfo vous explique pourquoi. ""Si Donald Trump perd de justesse la présidentielle, ce pays va vivre un enfer."" Assis à la table d'un restaurant de Wilmington Delaware , Azeez, agent immobilier afro-américain, insiste : ""Quand on voit les tensions dans ce pays, il y a vraiment de quoi craindre pour sa sécurité."" A 1 200 kilomètres de là, du côté d'Atlanta Géorgie , Stefany tient le même discours. ""J'ai vraiment peur des violences, s'inquiète cette Américaine de 25 ans d'origine mexicaine. Nous, les personnes immigrées, on ne veut pas se montrer. On sait que l'on peut être des cibles."" Je vais voter par correspondance, car j'ai peur que des militants trumpistes viennent semer la pagaille dans les bureaux de vote. Dans mon entourage, je ne connais personne qui veut se déplacer.Stefanyà franceinfo Azeez et Stefany, deux profils, deux histoires pas si isolées que ça. Aux Etats-Unis, les inquiétudes qui entourent la course à la Maison Blanche grandissent à mesure que la date du 3 novembre approche. ""Si le Congrès et les Etats n'agissent pas immédiatement, notre pays pourrait faire face à un 'Tchernobyl électoral' cet automne"", s'alarmait dès le mois de juin le sénateur démocrate de l'Oregon, Ron Wyden. Le site Politico prédit, lui, un scrutin qui ""a de bonnes chances d'être marqué par une pagaille bureaucratique et un chaos prévisible ... , laissant les Etats-Unis face au résultat le plus incertain et le plus disputé depuis des années"". Un scrutin contaminé par le coronavirus La ""pagaille"" que certains imaginent est avant tout liée à l'épidémie de Covid-19. Le virus, qui a déjà tué plus de 200 000 personnes dans le pays et contaminé son plus haut représentant, a obligé les Etats à faciliter le vote par correspondance. Quarante-deux d'entre eux autoriseront cette option pour la présidentielle, sans autre justification que le contexte sanitaire. Pour la première fois de l'histoire américaine, 76 des électeurs auront donc le droit d'envoyer leur bulletin par courrier, estime le New York Times . Quel type de vote les électeurs adopteront-ils ? Selon une étude de l'institut Hawkfish, ceux de Joe Biden privilégieraient celui par correspondance. Alors que ceux du candidat républicain envisageraient davantage de se déplacer dans les bureaux de vote. Ce qui fait craindre à certains observateurs un ""red mirage"" ""mirage rouge"" en français, en référence à la couleur des républicains . Un scénario qui verrait l'actuel locataire de la Maison Blanche l'emporter le soir du scrutin, avant d'être rattrapé et dépassé par son adversaire quelques jours plus tard, lorsque tous les bulletins envoyés par la poste auront été dépouillés et comptabilisés. Une enveloppe pour le vote par correspondance pour la présidentielle de 2012 dans le Colorado. MAXPPP ""Si les résultats sont très serrés dans les Etats-clés, ceux où se joue vraiment l'élection, il est possible qu'il faille attendre plusieurs jours pour connaître le vainqueur"", analyse Archon Fung, professeur spécialiste de la gouvernance à Harvard. C'est ce qui s'est passé lors des élections de mi-mandat dans l'Arizona, en 2018. La candidate républicaine au Sénat était en tête le soir du scrutin, mais c'est finalement son adversaire démocrate qui a été déclarée victorieuse plusieurs jours après, une fois l'ensemble des votes par courrier dépouillés. Pour Paul Gosar, représentant républicain de l'Etat interrogé par franceinfo, ce retournement de situation ne peut s'expliquer ""que par de la fraude"". Aucune preuve ne vient pourtant étayer cette accusation, selon la presse locale . Les républicains agitent le spectre de la fraude Cela n'empêche pas l'élu de l'Arizona de s'inquiéter d'un ""grand risque"" d'irrégularités en novembre, comme l'a d'ailleurs évoqué Donald Trump fin juillet : ""Avec le vote par correspondance, 2020 sera l'élection la plus frauduleuse de l'histoire."" Mi-septembre, il affirmait encore que ""le résultat de l'élection du 3 novembre pourrait ne jamais être déterminé avec précision"". Because of the new and unprecedented massive amount of unsolicited ballots which will be sent to voters , or wherever, this year, the Nov 3rd Election result may NEVER BE ACCURATELY DETERMINED, which is what some want. Another election disaster yesterday. Stop Ballot Madness! https://t.co/3SMAk9TC1a — Donald J. Trump @realDonaldTrump September 17, 2020 Pourtant, ""toutes les études montrent que la fraude électorale est très rare aux Etats-Unis, poursuit Archon Fung. L'objectif du président est clairement de semer le doute sur la validité des résultats et de décrédibiliser le système électoral."" Dans ce contexte, le Transition Integrity Project a voulu simuler ce qui pourrait advenir entre le 3 novembre et le 20 janvier, date de l'investiture du président élu. ""Tous les scénarios que nous avons envisagés menaient à de la violence dans les rues et à une crise politique"", explique Rosa Brooks, professeure de droit à l'université Georgetown et cofondatrice de ce think tank, dans les pages du Washington Post . Parmi les hypothèses évoquées , des affrontements entre manifestants anti-Trump et milices d'extrême droite, se soldant par l'intervention de l'armée. Dans un autre scénario, les démocrates, déçus d'une victoire du républicain, envisagent la sécession des Etats de la côte ouest. Un troisième voit le Sénat valider l'élection du milliardaire, quand la Chambre des représentants proclame la victoire de Joe Biden. Des scénarios du pire que Miles Rapoport préfère écarter : ""Si l'élection est très disputée, il y aura sûrement des manifestations de démocrates et de républicains dans les jours suivants. Mais le risque de violences est plus faible que ce que certains prédisent, estime le professeur de sciences politiques à l'université de Harvard, sollicité par franceinfo. Les instances électorales font leur possible pour garantir que le scrutin se passera au mieux."" Des recours en justice ? Qu'importe, Donald Trump incite ses partisans à ouvrir l'œil. ""Je les exhorte à se rendre aux urnes et à observer très attentivement "", déclarait-il le 29 septembre, lors du premier débat télévisé entre les deux candidats à la présidentielle. Sur le terrain, le message du ""chef"" semble être bien passé : Tom Kennedy, administrateur du groupe Facebook ""Baltimore City for Trump 2020"", a lancé un appel à ses 330 membres pour demander des renforts. ""Cette année, nous avons plus que jamais besoin d'observateurs dans les bureaux, explique le républicain à franceinfo. Des millions de bulletins de vote sont envoyés à travers le pays, les risques de fraude augmentent de façon exponentielle."" Un groupe de soutien à Donald Trump recherche des volontaires pour surveiller les bureaux de vote à Baltimore Maryland , le jour de l'élection américaine, le 3 novembre 2020. FACEBOOK Dans le camp d'en face, on a bien compris la stratégie du président sortant. ""Il essaie de dissuader et d'effrayer"", soufflait Joe Biden lors du débat, avant de se tourner vers la caméra pour adresser un message solennel aux millions d'Américains devant leur télé : ""Il ne peut pas vous empêcher de voter Le vote par correspondance n'est pas dangereux."" En coulisses, le candidat démocrate de bientôt 78 ans se prépare lui aussi à toutes les éventualités. Il a notamment recruté 600 avocats prêts à intervenir partout où il y aurait des problèmes. Car en cas de résultats serrés dans un ou plusieurs Etats-clés, il est probable que la 59e présidentielle finisse devant la justice. Certains observateurs font d'ailleurs le parallèle avec celle de 2000, quand les Etats-Unis s'étaient réveillés sans président élu au lendemain du scrutin : en Floride, le vote était si serré qu'il était impossible de dire qui d'Al Gore ou de George W. Bush était en tête. Le suspense, rythmé par d'interminables recomptages, avait duré un mois. Jusqu'à ce que la Cour suprême désigne le républicain vainqueur, le 12 décembre. Trump pourrait ne pas reconnaître sa défaite Parmi les journalistes accrédités à la Maison Blanche, on se prépare également à couvrir une élection hors du commun. ""Il va falloir faire attention aux résultats que l'on donne, sans se précipiter sur les sondages de sortie des urnes"", soupire d'avance David Smith. Le correspondant du Guardian s'interroge sur le scénario en cas de défaite de Trump. Il a en effet suffi d'une question posée en conférence de presse à la Maison Blanche, le 23 septembre, pour semer le doute : ""Vous engagez-vous à une passation pacifique du pouvoir ?"" ""Il va falloir que nous voyions ce qui se passe"", a esquivé le président, qui a réitéré ses propos lors du débat face à Joe Biden. Reporter: ""Win, lose or draw in this election, will you commit here today for a peaceful transferal of power after the election?"" President Trump: ""We're going to have to see what happens."" pic.twitter.com/h5RF3dKPD1 — NBC News @NBCNews September 23, 2020 Un flou qui agace jusque dans son propre camp. ""La transition pacifique du pouvoir est fondamentale à la démocratie, sinon c'est la Biélorussie, s'est énervé sur Twitter le sénateur républicain de l'Utah, Mitt Romney. Qu'un président sous-entende qu'il pourrait ne pas respecter la Constitution est impensable et inacceptable."" ""Celui qui remportera l'élection du 3 novembre sera investi le 20 janvier. Il y aura une transition en bon ordre, comme tous les quatre ans depuis 1792"", a tenté de rassurer le chef de la majorité républicaine au Sénat, Mitch McConnell. ""Cette élection est imprévisible parce que le président est imprévisible"", résume Archon Fung. Le professeur veut toutefois éviter tout catastrophisme. ""Même en cas d'élection très disputée, j'ose espérer que les observateurs, les responsables politiques et les institutions pousseront le perdant à reconnaître la défaite."" Il reste par ailleurs un scénario qui éviterait, a priori, toute situation de chaos : qu'un candidat remporte une large victoire dès le 3 novembre. Les liens marqués par des astérisques renvoient vers des contenus en anglais.",,,
62,French_COVID_News,real,fr,Comment le confinement pourrait bouleverser le culte catholique en Belgique,"Comment le confinement pourrait bouleverser le culte catholique en Belgique Société06:40 Bosco d'Otreppe AP Le Covid a favorisé l’émergence de petites ""églises de proximité"", qui ne s’appuyent pas sur les paroisses. Dans quel état les catholiques retrouveront-ils leurs paroisses ? Seront-ils encore nombreux à pousser les portes de leurs églises une fois que les messes aujourd’hui réduites à 15 personnes reprendront leur rythme de croisière ?",,,
63,French_COVID_News,real,fr,Les lauréats Gault Millau 2020 des cuisines de collectivité et partenaires catering,"Pour la cinquième fois, le guide culinaire Gault Millau a décerné mercredi ses ""Gault Millau Catering Awards"", dédié aux organisations et entreprises du secteur des cuisines de collectivité et du catering. Cette année, la cérémonie a toutefois eu lieu en ligne, crise du coronavirus oblige. Les récompenses méritées pour l'année 2019 auraient dû être remises en mars, lors de la première ""Night of the Catering"" dans la salle de la Madeleine à Bruxelles, mais la crise sanitaire en a décidé autrement. ""Nous avons commencé un projet de catering avec Gault Millau il y a sept ans parce que nous pensions que c'était très important. Le secteur représente beaucoup de repas et ce sont beaucoup de personnes qui travaillent dans l'ombre. C'est pourquoi on voulait le mettre un peu en exergue"", a d'emblée souligné Marc Declerck, CEO Gault Millau Benelux, lors du webinaire de mercredi. Parmi les récompenses: Le prix de la relation avec le client est allé à l'hôpital Jan Yperman à Ypres, à la société Aramark au sein de la maison de repos et de soins Zilversterre à Gand et à la résidence CHC à Heusy. Le prix de la gestion des déchets a été décerné à la maison de repos et de soins Meerminnehof à Mortsel, à ISS au sein de DEME et à Sodexo à la Résidence de la Knippchen à Arlon. Outre ces prix pour les collectivités, des awards pour les ""events catering"" ont été remis. Davy De Pourcq de Sir Catering a ainsi été couronné du ""Gault Millau Event Catering Chef of the Year Gold"" tandis que Chef Chez Soi s'est vu décerner le ""Gault Millau Healthy Event Caterer of the Year"". Tous les lauréats Catering Awards 2020 AWARDS CUISINES DE COLLECTIVITÉ Relation avec le client Gestion propre : Jan Yperman Ziekenhuis, Ieper Sous-traité: Aramark - WZC Zilversterre, Gent Gestion propre : CHC Résidence, Heusy Responsabilité sociale des entreprises Gestion propre : UZ Leuven Sous-traité: Belgocatering - Bank Degroof Petercam Gestion propre : TCO Services, Louvain La Neuve Santé et aspects nutritionnels Gestion propre : CM-Zorgverblijf Ter Duinen, Nieuwpoort Gestion propre : Domaine de Nivezé Mutualité Chrétienne Innovation originalité Gestion propre : AZ Groeninge, Kortrijk Sous-traité : Sodexo - UZ Gent Gestion propre : Résidence L'Aurore, Charleroi Gestion des déchets Gestion propre: WZC Meerminnehof, Mortsel Sous-traité: ISS - DEME Sous-traité : Sodexo - Résidence de la Knippchen, Arlon EVENT CATERING AWARDS Gault Millau Best Catering Event of the Year: Sir Catering avec Project X Gault Millau Innovative Event Caterer of the Year: J M Catering Gault Millau Healthy Event Caterer of the Year: Chef Chez Soi Gault Millau Event Catering Chef of the Year Bronze: Tom Vandereecken - Gourmet Invent Gault Millau Event Catering Chef of the Year Silver: Damien Audusseau - Choux de Bruxelles Gault Millau Event Catering Chef of the Year Gold: Davy De Pourcq - Sir Catering Les récompenses méritées pour l'année 2019 auraient dû être remises en mars, lors de la première ""Night of the Catering"" dans la salle de la Madeleine à Bruxelles, mais la crise sanitaire en a décidé autrement. ""Nous avons commencé un projet de catering avec Gault Millau il y a sept ans parce que nous pensions que c'était très important. Le secteur représente beaucoup de repas et ce sont beaucoup de personnes qui travaillent dans l'ombre. C'est pourquoi on voulait le mettre un peu en exergue"", a d'emblée souligné Marc Declerck, CEO Gault Millau Benelux, lors du webinaire de mercredi. Parmi les récompenses:Le prix de la relation avec le client est allé à l'hôpital Jan Yperman à Ypres, à la société Aramark au sein de la maison de repos et de soins Zilversterre à Gand et à la résidence CHC à Heusy. Le prix de la gestion des déchets a été décerné à la maison de repos et de soins Meerminnehof à Mortsel, à ISS au sein de DEME et à Sodexo à la Résidence de la Knippchen à Arlon. Outre ces prix pour les collectivités, des awards pour les ""events catering"" ont été remis. Davy De Pourcq de Sir Catering a ainsi été couronné du ""Gault Millau Event Catering Chef of the Year Gold"" tandis que Chef Chez Soi s'est vu décerner le ""Gault Millau Healthy Event Caterer of the Year"".",,,
64,French_COVID_News,real,fr,Le FMI prône désormais des augmentations d’impôts pour les plus riches,"Longtemps soucieux de convaincre les États de réduire leurs dépenses, le Fonds monétaire international FMI se félicite aujourd’hui du fait qu’ils ont beaucoup dépensé pour faire face à la crise du Covid. Il encourage l’ensemble des pays du monde à taxer davantage les hauts revenus pour financer le coût de la lutte contre la pandémie et réduire les inégalités. En présentant le rapport « Fiscal Monotor » d’avril 2021, publié deux fois par an, le directeur du département des finances publiques du FMI, Vitor Gaspar, a indiqué le 7 avril que les États ont dépensé plus de 16 000 milliards de dollars 13 500 milliards d’euros durant les douze derniers mois pour soutenir leur économie, ce qui les a amenés « à atteindre des niveaux d’endettement historiquement élevés. » À LIRE. Joe Biden engage une hausse historique de la fiscalité des entreprises Le rapport indique que « dans les économies avancées, le déficit moyen atteint désormais 11,7 du PIB et 9,8 pour les pays émergents ». L’endettement moyen de l’ensemble des États se monte à 97 du PIB en 2020. Le soutien budgétaire a évité l’équivalent de la Grande dépression Vitor Gaspar juge ces dépenses « pleinement justifiées » car le soutien massif à l’économie, dans les pays développés a évité l’équivalent de la Grande dépression des années 1930. Toutefois, selon lui, « le Covid 19 a aggravé les inégalités qui préexistaient », ce qui « risque d’entraîner une série de fractures politiques et sociales ». Pour réduire ce risque, il appelle à « lutter contre les inégalités d’accès aux services publics de base, la santé, l’éducation, et la sécurité sociale, et à renforcer les politiques de redistribution », ce qui va « dans de nombreux cas, exiger des augmentations substantielles d’impôts ». Vitor Gaspar a ainsi salué l’initiative américaine pour fixer un seuil minimal mondial d’imposition des entreprises qui serait à un niveau élevé, à 21 . Taxer les gagnants de la crise sanitaire Le rapport du FMI suggère également de mettre en œuvre une taxation temporaire visant les plus hauts revenus et les entreprises qui ont prospéré durant la crise sanitaire, pour éponger le surcroît de dettes engendré par l’épidémie. Il cite par exemple le secteur du numérique ou les laboratoires pharmaceutiques. Il fait la liste des différentes options : impôt sur le revenu, sur le patrimoine des particuliers, ou sur le bénéfice des entreprises, mais conclut que c’est à chaque pays d’adopter sa propre démarche, alors que chacun est confronté à une situation différente. L’ensemble du rapport est un plaidoyer pour renforcer l’action des États, afin qu’ils pilotent la transition vers « un autre modèle de croissance qui serait plus vert, plus numérique et plus inclusif ». Le FMI ajoute ainsi sa voix à de nombreuses prises de position, ces derniers jours, en faveur de hausses d’impôts. L’idée a ainsi été défendue par le patron d’Amazon, Jeff Bezos, l’un des hommes les plus riches du monde. La France maintient ses baisses d’impôts Le ministre français de l’économie Bruno Le Maire a également été interrogé le 8 avril sur ce sujet, alors que la France poursuit au contraire un programme de baisse de la fiscalité des entreprises. Il a confirmé que le gouvernement ne prévoit pas de remettre ce programme en question, car la France « détient le triste record du taux de prélèvement le plus élevé ». RELIRE. En France, la baisse continue de l’impôt sur les sociétés En maintenant l’objectif de faire descendre, en 2022, le taux de prélèvement sur les sociétés à 25 , « la France va rejoindre la moyenne des pays européens. Il y a un mouvement de convergence entre économies développées », a-t-il estimé, concluant que « c’est une bonne chose », car cela va éviter une course au moins-disant qu’il a toujours condamnée.",,,
65,French_COVID_News,real,fr,Covid 19 : Allègement des mesures sanitaires à Mayotte,"Mayotte enclenche une nouvelle étape dans l’allègement des mesures sanitaires et des conditions de voyage pour les voyageurs justifiant un schéma vaccinal complet. Mayotte la 1ere La préfecture de Mayotte annonce l’allégement des mesures sanitaires vu l’amélioration de la situation épidémiologique avec un taux de positivité à 2 et taux d’incidence à 37 cas pour 100000 habitants, bien en déca des 50 cas du seuil d’alerte. A compter d’aujourd’hui, fini les jauges dans les établissements accueillants du public, même si le port du masque reste obligatoire, la consommation debout est de nouveau autorisée dans les cafés et les bars. Plus besoin de test pour les personnes vaccinées qui voyagent vers la Métropole, par contre, les Manzaraka et les voulé restent interdits à plus de dix personnes. Fermées depuis le 10 décembre, les discothèques, peuvent rouvrir dans le respect du protocole sanitaire. Levée des jauges dans les établissements accueillant du public ; Interdiction des rassemblements de plus de 10 personnes dans l’espace public, y compris les manzarakas et les voulés sauf évènement dûment autorisé par la préfecture et appliquant le pass sanitaire . Les organisateurs doivent adresser une déclaration au moins 10 jours avant l’évènement aux services de la préfecture ; Fin de l’interdiction de diffusion de musique amplifiée dans l’espace public ; La consommation debout sera de nouveau autorisée dans les cafés et les bars ; Les discothèques, fermées depuis le 10 décembre, pourront rouvrir dans le respect du protocole sanitaire ; Les concerts debout pourront reprendre à compter du 16 février dans le respect du protocole sanitaire. L’obligation du port du masque dans les établissements recevant du public est maintenue. Allègement des conditions de voyage : voyager à destination et en provenance de Mayotte Pour les vaccinés voyageant au départ de Mayotte et à destination de la métropole : Le test préalable au départ de Mayotte vers le reste du territoire national n’est plus obligatoire pour les voyageurs justifiant un schéma vaccinal complet. Cette disposition ne concerne pas les voyages vers La Réunion. Pour les non vaccinés voyageant au départ de Mayotte et à destination de la métropole : Les personnes qui ne sont pas vaccinées ne peuvent voyager que si elles justifient d’un motif impérieux. Ces passagers doivent présenter les pièces suivantes à l’embarquement : Justificatif du motif impérieux de déplacement ; Résultats d’un test RT-PCR négatif de moins de 72 h ou d’un test antigénique de moins de 48 h ; Déclaration sur l’honneur attestant qu’elles acceptent qu’un examen de dépistage soit réalisé à leur arrivée sur le territoire. Pour les voyageurs vers Mayotte, la réglementation ne change pas : Toute personne de douze ans et plus souhaitant se déplacer vers Mayotte depuis le territoire hexagonal ou depuis un pays tiers doit être munie :",,,
66,French_COVID_News,real,fr,Covid-19 :La police nationale utilise-t-elle des drones pour surveiller des passants ces derniers jours à Marseille ?,"Depuis le 24 septembre une vidéo de drone circulant à Marseille et pilotée par la police nationale, inonde les réseaux sociaux. L’un des tweets qui la diffusent, avec plus de 120 000 vues, dit ceci : ""Un drone circule au-dessus de Marseille et avertit les citoyens. 'Police Nationale, lutte contre la covid19, port du masque obligatoire partout en ville, à défaut vous vous exposez à une amende de 135 euros. Terminée la science-fiction. Bienvenue chez les tarés psychotiques."" Un drone circule au dessus de Marseille et avertit les citoyens. ""Police Nationale, lutte contre la covid19, port du masque obligatoire partout en ville, à défaut vous vous exposez à une amende de 135 euros"" Terminée la science fiction. Bienvenue chez les tarés psychotiques. pic.twitter.com/NEp3Uyri5u — Antoine H @HAntoine11 September 25, 2020 Est-ce que cette vidéo est vraie et date-t-elle de la semaine dernière ? Non cette vidéo ne date pas du 25 septembre 2020. Plusieurs indices nous l’indiquent. D’abord le ciel bleu qu’on voit en toile de fond alors que ce jour-là les prévisions de météo France prévoyaient un temps nuageux. Ensuite, le post le plus ancien de cette vidéo que nous avons retrouvé date du 26 août 2020. La personne qui a diffusé la vidéo nous a confirmé qu’elle en est bien l’auteure et la préfecture de police des Bouches-du-Rhône nous confirme qu’un drone ""a été utilisé 3 fois fin août / début septembre dans le cadre d’une expérimentation"". Est-ce que la police marseillaise a le droit d'utiliser des drones pour faire de la prévention sur le port du masque dans les rues ? De nombreux internautes signalent également que l’utilisation de ce drone va à l’encontre d’une décision de justice rendue par le Conseil d’État en mai dernier. Oui le conseil d’État a ordonné à l’État de cesser immédiatement la surveillance par drone du respect des règles sanitaires à compter du 18 mai 2020 à Paris ! L’ordonnance rendue par le Conseil d’État concerne la capitale française uniquement. Maître Rameix et Maître Spinosi étaient respectivement les avocats qui représentaient la Quadrature du Net et la Ligue des droits de l’Homme dans leurs démarches juridiques qui ont amené cette ordonnance. Selon eux, cette décision a été rendue car les drones utilisés par la police peuvent permettre une identification des personnes et il est impossible de vérifier qu’ils n’enregistrent pas. Cela va à l’encontre de la directive européenne du 27 avril 2016. La Quadrature du Net a décidé de ne pas poursuivre la ville de Marseille mais nous indique que ""l’utilisation de ce drone durant l’été 2020 à Marseille va à l’encontre de la décision rendue par le conseil d’État le 18 mai 2020 pour la ville de Paris.""",,,
